Cluster,true_class0_percentage,true_class4_percentage,true_class2_percentage,true_class3_percentage,true_class1_percentage,predicted_class0_percentage,predicted_class4_percentage,predicted_class3_percentage,predicted_class2_percentage,predicted_class1_percentage
3,93.97590361445783,1.2048192771084338,3.614457831325301,1.2048192771084338,0.0,96.3855421686747,1.2048192771084338,0.0,2.4096385542168677,0.0
2,0.0,50.0,25.0,0.0,25.0,25.0,50.0,25.0,0.0,0.0
4,51.42857142857142,14.285714285714285,14.285714285714285,14.285714285714285,5.714285714285714,74.28571428571429,8.571428571428571,8.571428571428571,5.714285714285714,2.857142857142857
1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
